Unnamed: 0,Emotion,Text,Clean_Text
9233,joy,When I passed the 12th standard board exams.,passed 12th standard board exams
9234,anger,So you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build-up of unwanted chemicals in their children 's bodies . ,mothers angry discover everyday foods apples cause buildup unwanted chemicals children s bodies 
9236,neutral, Why not ? ,
9237,neutral, cool . ,cool 
9239,joy,"thank goodness for the HTC charger, now i can listen to olly, JLS and jedward, whilst charging my ipod :') ",thank goodness HTC charger listen olly JLS jedward whilst charging ipod :)
9241,joy,"There are a few things in life that make me extremely happy, like the puppies currently in our building lobby. ",things life extremely happy like puppies currently building lobby
9242,joy,Supporting the work of the ministry with my tithes and offerings unto GOD!,Supporting work ministry tithes offerings unto GOD
9245,joy,We Have A Crystal Vanity In The Guest Room  &amp;&amp; Gma Still Don't Trust Me Alone In The Room ,Crystal Vanity Guest Room ampamp Gma Trust Room
9246,joy,Family pictures today ... ,Family pictures today 
9254,joy,2 weeks of hard work for a 6 mi ute presentation ,2 weeks hard work 6 mi ute presentation
9255,joy,"AMEN... RT @Paula_White Defeat the devil and decide to be happy, to give God praise today regardless what is going on around you...",AMEN RT   Defeat devil decide happy God praise today regardless going you
9256,joy,you find true and #happiness in #life when you give and #give and go on giving and never count the #cost....,find true #happiness #life #give giving count #cost
9259,joy,"my third cup of coffee, keep getting distracted but have decided to sleep on the sofa so i can get my essay on algae and seagrass done ",cup coffee getting distracted decided sleep sofa essay algae seagrass
9262,sadness,My days aren't going to be the same until February. First no baseball now no more Walking Dead :( UGH.     ,days going February baseball Walking Dead :( UGH
9263,anger,"Behind evry beautiful smile thers sme kinda pain,i feel like strangln sm bitch @Sadi808 ",evry beautiful smile thers sme kinda paini feel like strangln sm bitch  
9264,anger," How many chances have I given you , I've given up on you . ",chances given  Ive given 
9265,anger,One day in a crossroad somebody crashed my car. I got out and this person laughed at me. I felt such a great anger that I got in my car and went away.,day crossroad somebody crashed car got person laughed me felt great anger got car went away
9266,sadness," I ’ m sorry , sir . Could you tell me your name and order again , please ? I ’ ll check on the delay . ",’ sorry  sir  tell order   ’ check delay 
9270,sadness, I feel confused about the grammars . ,feel confused grammars 
9271,anger,"I think he was in a hurry and was cross about being stopped , "" said an eyewitness . ",think hurry cross stopped   said eyewitness 
9272,joy,Basketball game today. ,Basketball game today
9273,anger,A  Smart Statement : &quot;Never  Raise your  Voice  with Anger... Just Improve  the Quality  of  your Argument  with Smile.&quot;..:)  ,Smart Statement : quotNever Raise Voice Anger Improve Quality Argument Smilequot:)
9275,sadness,i'm not even close to having an idea for my essay and all i want to do is lie in my bed and eat french fries. ,im close idea essay want lie bed eat french fries
9277,anger,Apple should just add HDMI ports to the damn MacBook pro. Seriously that thunderbolt/display shit is stupid as hell. I will smash it. ,Apple add HDMI ports damn MacBook pro Seriously thunderbolt/display shit stupid hell smash it
9279,anger,is built from disconnection fron the Source who provides peace,built disconnection fron Source provides peace
9281,joy,Dance rehearsal for the rest of my night.. ,Dance rehearsal rest night
9283,joy,"I release all struggle now, and I am at peace.    ",release struggle now peace
9284,sadness,She thought he seemed sadder and older and somehow lonely . ,thought sadder older lonely 
9286,joy,Waking up &amp; realising all the clothes left in your wardrobe are out of season jus cause you cba to do the washing ,Waking amp realising clothes left wardrobe season jus cause cba washing
9287,sadness,"As his wife , as his Louise , had slipped , there was no friend with whom he could share the sorrow he felt over his son . ",wife  Louise  slipped  friend share sorrow felt son 
9288,sadness,My best friend is leaving to the Philippines for a month :'( I have to say bye tonight! ,best friend leaving Philippines month :( bye tonight
9289,joy,off to do a bit of shopping today. ,bit shopping today
9290,joy,arms and legs are so sore :( and tomorrow's truck day! ,arms legs sore :( tomorrows truck day
9292,sadness,"@niamh_louisee ah I'm glad :D and oooh quite glad about that aswell, their both fit ;D and noooo, don't want jason to go ",  ah Im glad :D oooh glad aswell fit D noooo want jason
9293,joy,"Have a merry one ;-) RT @kcarruthers: &amp; so the Xmas drinks season begins, there's several functions on every night between now &amp; Xmas ",merry ) RT   amp Xmas drinks season begins theres functions night amp Xmas
9296,neutral, Both . ,
9298,sadness, I knew this would happen some day ... ,knew happen day 
9299,joy,Tis' the holiday season so spread to all those around you and celebrate the season of giving!!! ,Tis holiday season spread celebrate season giving
9300,anger,"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them . ",Peter says :  Poles furious wanted prostitutes hotel bar  claiming 
9301,joy,I love Christmas movies. Watching How the Grinch Stole Christmas!! Yay!!   #whereareyouchristmas?,love Christmas movies Watching Grinch Stole Christmas Yay #whereareyouchristmas
9302,anger,When someone took my things without having asked for my permission.,took things asked permission
9303,joy,"Outside in the rain, looking for my lost ring.... -_-",Outside rain looking lost ring 
9304,joy,Quite a few typos today. Better stick my hands in the refrigerator to warm them up.  #fb,typos today Better stick hands refrigerator warm up #fb
9305,neutral, Right . ,Right 
9306,joy,"time to head home soon and go into a food coma, work in the am for black friday ",time head home soon food coma work black friday
9308,neutral," That ’ s without a doubt , the best idea you ’ Ve had ! Let ’ s do it ! ",’ doubt  best idea ’  Let ’ 
9309,neutral, I know . ,know 
9310,joy,"9 days till BREAK, 18 days till CHRISTMAS, 20 days till DISNEY and 26 till PASSION. ",9 days till BREAK 18 days till CHRISTMAS 20 days till DISNEY 26 till PASSION
9311,sadness,"Syd is sick D': my poor little froggy. If he doesn't make it, at least he lived a long life. :c #meh",Syd sick D: poor little froggy it lived long life :c #meh
9314,joy,"I've had so many experiences of connecting with the wrong people, that nothing makes me happier than connecting with God assigned ones. ",Ive experiences connecting wrong people makes happier connecting God assigned ones
9315,joy,Hoy noche en con los de clase,Hoy noche en con los de clase
9316,joy,I'm finally getting around to all of my community service stuff... ,Im finally getting community service stuff
9317,joy,"Lots of cheese, sleep deprivation &amp; a lot on my mind; r going 2 make 4 a hell of a fun nights sleep. = sarcasm not irony as 2 tired",Lots cheese sleep deprivation amp lot mind r going 2 4 hell fun nights sleep = sarcasm irony 2 tired
9319,joy,I love paying several thousand £'s a year to be left waiting on a cold platform day after day for delayed and today cancelled trains.  ,love paying thousand £s year left waiting cold platform day day delayed today cancelled trains
9320,sadness,"Jamie Hill , defending , said Glorney 's marriage had broken down and his despair manifested itself in him turning to drink and committing offences . ",Jamie Hill  defending  said Glorney s marriage broken despair manifested turning drink committing offences 
9321,sadness,why isn't there a hot tub by the new pool by the dorms? #chapmanproblems,hot tub new pool dorms #chapmanproblems
9322,joy,When I learnt that I had been accepted at the medical school.,learnt accepted medical school
9324,anger,"Wowzer...my is tryin to get the best of me today.  Ppl should do their job, or find a replacement.  Im tired of ppl being lazy.  &gt;:E",Wowzermy tryin best today Ppl job find replacement Im tired ppl lazy gt:E
9325,joy,Offffff to go black Friday shopping:) ,Offffff black Friday shopping:)
9326,joy,Probably no school again tomorrow! Feel like death! ,Probably school tomorrow Feel like death
9327,sadness,I'm afraid I have to return this sweater . ,Im afraid return sweater 
9329,sadness,@prince_yaz EXACTLY!!!! and they look at me weird cuz I don't got the next wiz album or lil Wayne album....its yo #forreal,  EXACTLY look weird cuz got wiz album lil Wayne albumits yo #forreal
9332,anger,@wrr71 I was offered tickets to that game for free and turned them down because I didn't wanna freeze. I'm glad I did... ,  offered tickets game free turned wanna freeze Im glad did
9333,sadness,When I quarrelled with my boyfriend.,quarrelled boyfriend
9334,sadness,Got a lot on my mind ! But my negative tweets won't be shared,Got lot mind  negative tweets shared
9336,neutral, I guess so . ,guess 
9337,neutral, cheese ... ,cheese 
9338,joy,When I met again a great friend and talked a little while with him. When I see again another I miss.,met great friend talked little him miss
